,,, Q1, Q2, Q3, Q4, Q5, Q6, Q7, Q8, Q9, Q10, Q11, Q12, Q13, Q14, Q15, Q16, Q17, Q18, Q19, Q20, Q21,Q22,Q23,, Q25, Q26, Q27, Q28,, Q30, Q31, Q32, Q33, Q34, Q35, Q36, Q37, Q38, Q39,,,, Q43, Q44, Q45, Q46, Q47
90040614,,,2,2,2,Don't know what it is,2,1,1,1,2,2,2,Don't know what it is,1,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,2,Don't know,1,0,,2,1,1,1,,1,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,2,Don't know what it is,Don't know what it is,,,,1,0,0,1,2
90040983,,,3,1,3,0,2,Don't know what it is,1,2,1,1,2,3,3,3,3,3,1,1,3,2,2,1,0,,3,3,3,Don't know what it is,,0,0,0,0,Don't know what it is,1,3,1,2,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,3,3
90041037,,,3,2,3,2,3,2,3,2,2,3,1,2,3,3,3,3,3,3,3,2,2,3,1,,3,3,3,3,,2,2,3,3,2,2,3,3,3,2,,,,2,2,3,2,3
90041262,,,3,3,3,2,2,1,1,2,1,2,1,Don't know what it is,3,3,2,3,1,1,2,1,2,1,Don't know what it is,,3,2,3,2,,2,2,1,1,Don't know what it is,2,3,2,2,2,,,,3,2,2,2,3
90041325,,,3,1,2,1,1,1,Don't know what it is,2,Don't know what it is,2,2,Don't know what it is,2,2,1,2,2,2,2,1,Don't know,2,Don't know what it is,,1,Don't know what it is,2,Don't know what it is,,1,1,2,Don't know what it is,0,0,3,2,1,Don't know what it is,,,,2,2,2,2,3
90041541,,,3,2,2,1,1,1,1,2,1,1,0,0,2,1,1,1,1,1,1,2,1,1,Don't know what it is,,2,2,0,Don't know what it is,,0,,0,2,0,0,2,2,1,2,,,,0,0,0,3,2
90042414,,,3,1,1,2,Don't know what it is,Don't know what it is,2,2,Don't know what it is,2,Don't know what it is,2,3,3,2,2,1,1,2,1,2,2,0,,3,2,1,Don't know what it is,,Don't know what it is,Don't know what it is,2,Don't know what it is,Don't know what it is,Don't know what it is,2,2,1,Don't know what it is,,,,1,1,2,3,2
90042585,,,3,3,3,3,3,2,2,1,2,1,Other: ,1,3,3,3,3,3,3,3,2,2,2,3,,2,2,2,2,,1,1,1,2,Other: ,1,2,2,3,2,,,,Other: ,Other: ,0,2,1
90042801,,,3,2,2,3,2,2,1,0,1,1,Other: ,0,2,3,2,2,2,2,2,1,2,3,Don't know what it is,,2,2,2,2,,1,1,1,0,Don't know what it is,Don't know what it is,2,2,3,2,,,,1,1,,1,1
90043323,,,3,2,2,2,Don't know what it is,2,1,2,2,2,2,Don't know what it is,3,3,2,2,2,2,2,2,2,1,1,,2,2,2,Don't know what it is,,1,2,2,2,2,2,2,1,Don't know what it is,2,,,,2,1,1,2,2
90044205,,,3,3,2,3,Other: ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,2,,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,3,3
90044700,,,3,3,2,2,2,2,Don't know what it is,1,2,2,1,Other: ,1,0,2,2,3,2,Other: ,1,Don't know,3,Don't know what it is,,0,0,Other: ,Don't know what it is,,0,2,2,Don't know what it is,0,0,2,3,3,0,,,,Don't know what it is,Don't know what it is,Don't know what it is,1,2
90044835,,,3,2,2,2,2,2,2,1,1,1,0,0,2,2,2,2,2,2,2,3,2,2,Don't know what it is,,2,2,2,2,,1,1,1,1,0,0,1,1,1,0,,,,Don't know what it is,Don't know what it is,Don't know what it is,3,3
90045618,,,2,2,1,2,1,1,2,2,2,2,1,2,3,3,2,2,2,2,1,2,2,2,1,,2,2,1,1,,Don't know what it is,Don't know what it is,1,1,Don't know what it is,Don't know what it is,2,2,1,1,,,,3,3,3,,3
90045834,,,3,2,2,1,1,2,2,3,Other: ,Don't know what it is,2,2,3,3,2,2,2,2,2,1,3,1,1,,Other: ,1,2,2,,Other: ,Other: ,Don't know what it is,2,2,2,1,1,2,3,,,,3,3,3,2,Other: 
90046653,,,2,2,2,1,Don't know what it is,Other: ,Other: ,2,Don't know what it is,Don't know what it is,Don't know what it is,0,2,1,1,Don't know what it is,1,1,Don't know what it is,1,1,2,0,,1,1,1,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,0,Don't know what it is,1,1,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,2,Other: 
90046725,,,2,0,2,1,0,0,1,1,2,1,2,2,2,2,3,2,2,2,3,1,3,1,1,,0,0,1,2,,1,2,1,Don't know what it is,2,1,2,1,3,0,,,,3,3,3,1,3
90047553,,,3,3,3,3,3,3,1,3,3,3,1,2,3,3,3,3,3,3,3,1,3,3,3,,3,3,3,3,,2,2,1,2,2,2,2,2,2,2,,,,2,2,2,2,3
90047778,,,2,2,2,3,Don't know what it is,3,2,3,2,2,3,2,3,3,2,3,3,3,3,1,2,3,1,,2,2,2,2,,1,2,1,2,2,2,3,2,2,2,,,,0,0,0,1,1
90048462,,,3,3,3,2,2,1,1,1,Don't know what it is,Don't know what it is,0,Don't know what it is,3,3,2,2,2,2,2,2,2,1,Don't know what it is,,2,2,2,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,Don't know what it is,2,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is
90048660,,,2,2,1,,1,2,2,2,2,2,0,0,1,3,2,2,2,2,2,2,Don't know,2,1,,0,0,0,0,,0,0,2,2,Don't know what it is,3,3,2,2,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,3,Don't know what it is
90049038,,,2,1,3,Don't know what it is,2,1,Don't know what it is,2,2,2,Don't know what it is,2,2,2,Don't know what it is,1,2,2,2,2,2,1,0,,1,2,0,Don't know what it is,,2,2,2,2,1,3,3,3,1,2,,,,3,3,3,3,2
90049533,,,1,2,2,1,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,3,1,2,,,2,1,2,2,,0,0,0,0,0,0,1,Don't know what it is,Don't know what it is,Don't know what it is,,,,0,0,0,1,0
90049551,,,3,2,Other: ,2,Other: ,Other: ,Don't know what it is,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,0,,2,2,2,2,,1,1,1,1,1,1,1,1,3,1,,,,3,1,1,1,2
90051513,,,2,2,1,2,2,3,1,2,3,2,1,2,1,2,2,2,2,2,2,1,2,2,1,,,1,1,2,,1,1,2,2,2,2,2,2,2,2,,,,1,1,1,2,0
90052404,,,2,2,1,2,1,Don't know what it is,Don't know what it is,1,1,2,2,Don't know what it is,1,1,1,2,2,2,1,2,1,1,Don't know what it is,,0,0,0,0,,2,2,1,0,0,0,Don't know what it is,1,2,1,,,,0,0,1,3,2
90053322,,,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,3,1,2,2,2,,1,2,2,2,,2,2,2,2,2,2,2,3,2,0,,,,2,2,1,3,2
90054006,,,2,2,2,3,2,2,3,2,3,3,1,2,2,2,2,2,3,3,2,2,2,1,Don't know what it is,,1,2,1,Don't know what it is,,1,2,2,2,2,2,2,2,1,2,,,,1,1,2,2,2
90054303,,,3,1,3,3,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,2,2,3,,1,2,1,1,,1,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,3
90054456,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,1,1,0,2,,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,3,1
90056301,,,3,2,2,2,3,3,3,2,3,2,Don't know what it is,Don't know what it is,2,3,3,3,3,3,3,1,Don't know,3,1,,2,Don't know what it is,2,2,,Don't know what it is,Don't know what it is,2,Don't know what it is,Don't know what it is,Don't know what it is,2,3,3,3,,,,Don't know what it is,Don't know what it is,Don't know what it is,2,2
90057039,,,2,2,2,1,2,Don't know what it is,2,2,2,Don't know what it is,Don't know what it is,1,2,2,2,2,2,2,2,1,2,2,2,,2,1,1,2,,2,1,2,2,2,2,2,2,1,2,,,,2,2,1,2,2
90057444,,,2,2,1,2,2,,2,2,2,2,2,Don't know what it is,,2,2,2,2,2,0,0,2,2,1,,0,1,0,2,,Don't know what it is,Don't know what it is,2,2,2,2,Don't know what it is,2,2,2,,,,2,,Don't know what it is,2,3
90057570,,,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,1,2,2,1,,1,1,1,2,,2,3,3,3,3,3,3,3,3,3,,,,2,2,2,2,3
90059109,,,2,1,2,2,1,1,1,2,2,2,2,0,1,1,1,1,1,1,1,2,1,2,1,,2,1,2,2,,0,1,1,1,1,2,2,2,1,1,,,,Don't know what it is,Don't know what it is,Don't know what it is,2,2
90059118,,,2,2,2,2,1,2,Don't know what it is,2,2,1,3,3,3,3,2,1,2,2,1,1,2,3,0,,Other: ,1,2,3,,0,0,Don't know what it is,Don't know what it is,2,2,2,1,2,1,,,,3,3,2,3,2
90060054,,,2,2,3,2,2,1,2,1,1,1,0,1,2,3,2,2,2,2,2,,2,3,3,,3,3,3,3,,0,0,2,2,2,2,2,2,2,2,,,,1,1,1,3,2
90060819,,,3,2,3,1,2,1,Don't know what it is,1,1,2,Don't know what it is,1,3,3,1,2,2,1,1,2,1,1,0,,1,2,2,2,,0,0,2,3,1,1,3,3,3,3,,,,1,1,1,3,2
90062502,,,2,2,1,Don't know what it is,1,1,0,1,1,1,0,1,3,2,2,1,1,1,2,2,2,0,Don't know what it is,,1,2,2,1,,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,1,Don't know what it is,Don't know what it is,,,,1,1,1,,1
90062691,,,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,3,2,,2,3,3,2,,2,2,3,2,3,2,3,3,3,3,,,,2,2,2,2,2
90064068,,,3,3,3,Don't know what it is,2,3,3,3,3,3,Other: ,Other: ,3,3,3,3,3,3,3,1,3,3,2,,3,3,2,Don't know what it is,,Other: ,Other: ,2,Other: ,Other: ,Other: ,3,3,3,3,,,,2,3,3,2,2
90064878,,,3,2,2,1,3,2,3,2,2,2,2,3,3,3,2,2,2,2,3,1,2,3,1,,3,3,3,3,,1,2,2,2,1,1,2,3,2,2,,,,2,1,1,2,3
90075660,,,2,2,Don't know what it is,2,2,2,2,2,2,2,Don't know what it is,Don't know what it is,Don't know what it is,2,2,2,2,2,2,2,2,1,1,,3,Don't know what it is,1,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,Don't know what it is,2,2,2,2,,,,2,2,2,3,3
90076398,,,3,2,3,2,2,0,2,2,2,2,3,Other: ,2,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,1,2,2,Other: ,,3,3,3,3,,1,2,2,2,2,2,2,Other: ,Other: ,2,,,,0,2,Other: ,3,3
90076398,,,Other: ,2,Other: ,1,2,Other: ,1,2,2,3,3,Other: ,2,1,Other: ,Other: ,Other: ,Other: ,Other: ,1,Don't know,2,Don't know what it is,,3,3,Other: ,2,,2,2,2,Don't know what it is,Don't know what it is,2,2,2,Other: ,2,,,,1,Other: ,2,2,Other: 
90080781,,,3,2,2,3,1,2,2,2,2,2,1,Other: ,2,2,2,2,2,2,1,2,Don't know,3,0,,1,1,1,1,,2,2,2,2,2,2,2,2,Other: ,2,,,,Other: ,Other: ,2,2,3
90082671,,,3,3,3,2,2,1,1,3,3,3,2,1,2,2,2,2,2,2,2,2,2,1,1,,3,2,3,2,,2,2,2,2,2,1,2,2,2,2,,,,2,2,2,1,2
90084885,,,2,2,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,,2,2,1,1,,1,1,2,2,2,2,2,2,2,2,,,,2,2,2,3,2
90085713,,,2,,2,,2,Don't know what it is,Don't know what it is,3,2,3,2,1,3,3,3,3,3,3,3,2,2,2,2,,2,3,3,3,,2,2,3,3,Don't know what it is,Don't know what it is,2,2,2,2,,,,1,0,0,2,2
90085983,,,3,2,3,Don't know what it is,Don't know what it is,2,2,0,3,3,2,3,3,3,3,2,3,3,2,2,Don't know,2,1,,3,3,3,2,,0,2,2,Don't know what it is,Don't know what it is,2,3,3,3,3,,,,3,2,2,Other: ,Other: 
90086001,,,3,2,2,Don't know what it is,2,1,2,2,3,3,1,Don't know what it is,3,2,1,2,2,2,3,1,2,3,Don't know what it is,,2,2,3,2,,Don't know what it is,Don't know what it is,2,2,2,Don't know what it is,Don't know what it is,2,2,2,,,,1,1,2,Don't know what it is,2
90092319,,,2,2,2,Don't know what it is,2,2,Don't know what it is,2,2,2,1,Don't know what it is,2,2,2,2,2,2,2,2,Don't know,2,Don't know what it is,,1,1,1,1,,1,2,1,2,2,2,2,2,1,1,,,,1,1,1,3,1
90094551,,,2,2,2,3,3,2,1,1,1,0,1,1,1,1,1,1,2,2,2,1,2,2,0,,1,1,1,1,,2,2,1,1,2,2,2,2,2,1,,,,1,1,1,2,0
90094623,,,3,2,2,3,Don't know what it is,1,Don't know what it is,2,2,Don't know what it is,Don't know what it is,Don't know what it is,2,2,2,3,1,1,3,2,2,2,0,,3,2,3,2,,2,3,1,1,2,Don't know what it is,2,2,1,2,,,,2,2,2,2,2
90098061,,,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,,Other: ,1,1,2,,3,3,1,2,1,Don't know what it is,2,2,1,1,,,,1,1,1,1,1
90099663,,,2,2,1,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,3,1,,3,3,2,2,,2,2,2,2,1,3,3,3,3,3,,,,3,3,3,2,2
90100122,,,2,3,3,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,3,Don't know what it is,2,,Don't know what it is,2,1,Don't know,1,Don't know what it is,,1,1,2,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,1,2
90102903,,,2,2,2,Don't know what it is,1,Don't know what it is,Don't know what it is,0,Don't know what it is,1,0,0,0,1,Don't know what it is,2,1,1,1,2,Don't know,3,1,,1,1,1,1,,2,1,2,Don't know what it is,0,0,3,2,1,1,,,,1,Don't know what it is,0,3,3
90106314,,,2,2,,2,Don't know what it is,1,2,0,1,2,0,0,2,,2,2,2,2,2,2,Don't know,1,1,,Don't know what it is,Don't know what it is,2,Don't know what it is,,1,,2,0,1,Don't know what it is,2,2,2,0,,,,0,0,0,2,2
90106521,,,3,2,2,3,2,1,2,2,2,Don't know what it is,3,3,3,3,3,2,3,3,3,1,3,3,3,,3,3,2,3,,3,3,Don't know what it is,3,3,3,3,3,3,3,,,,3,3,3,3,3
90106782,,,3,2,2,3,3,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,3,1,,2,3,2,3,,3,3,3,2,3,3,3,3,3,3,,,,3,3,3,2,3
90107286,,,1,2,2,1,1,Don't know what it is,1,1,2,2,0,2,2,2,2,1,2,2,2,2,1,Don't know what it is,Don't know what it is,,2,2,2,2,,1,0,1,1,1,2,1,Don't know what it is,Don't know what it is,Don't know what it is,,,,2,0,0,3,1
90108051,,,3,3,3,2,2,3,2,1,2,2,1,2,3,3,2,3,2,2,3,2,1,2,0,,2,2,1,3,,1,1,1,1,1,1,0,3,3,1,,,,0,0,0,1,3
90108051,,,3,3,3,2,2,2,1,1,2,2,1,1,2,2,3,2,1,1,2,2,2,2,1,,3,1,1,Other: ,,1,1,1,1,1,1,1,3,1,1,,,,1,1,1,3,3
90108807,,,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,,3,3,3,2,,1,2,3,3,3,2,3,3,3,3,,,,3,1,3,3,3
90112236,,,2,1,3,3,2,2,3,1,1,0,0,1,3,3,2,2,1,1,3,1,2,3,Don't know what it is,,3,3,3,3,,Don't know what it is,Don't know what it is,1,Don't know what it is,2,1,Don't know what it is,2,Don't know what it is,2,,,,2,1,1,2,2
90119742,,,3,3,3,2,3,2,2,2,2,3,2,2,3,3,3,3,3,3,3,1,2,3,2,,3,3,2,2,,2,2,2,2,3,2,3,2,2,2,,,,2,2,2,3,2
90123612,,,3,2,2,2,Don't know what it is,2,Don't know what it is,3,2,3,2,2,3,2,2,1,2,2,3,2,Don't know,2,1,,2,2,2,2,,1,2,2,3,Don't know what it is,2,2,2,1,2,,,,2,2,2,2,3
90124944,,,3,2,2,1,1,2,Don't know what it is,Other: ,1,1,Other: ,Other: ,2,2,2,1,1,1,2,2,2,2,3,,0,1,0,1,,1,1,Other: ,1,Other: ,1,Other: ,2,2,2,,,,3,2,2,2,Other: 
90125952,,,2,2,2,2,2,1,2,3,3,3,3,2,2,2,3,3,3,3,3,1,2,2,1,,2,2,2,2,,2,2,2,2,2,3,3,3,2,2,,,,2,2,2,2,2
90126033,,,3,3,2,1,1,2,3,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,,2,2,1,2,,2,,2,2,2,2,2,2,2,2,,,,2,2,1,2,1
90126195,,,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,,1,1,1,1,,2,1,1,1,2,2,2,2,2,2,,,,2,,1,2,2
90126348,,,3,3,3,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,Don't know,1,,,2,2,2,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1
90126681,,,3,2,2,1,1,1,2,2,2,2,3,3,2,2,2,1,2,2,1,1,2,3,0,,2,2,2,2,,1,1,2,2,1,1,2,2,2,2,,,,3,1,3,2,3
90126861,,,3,2,3,2,1,1,1,2,2,2,0,3,3,1,2,2,3,2,1,1,3,Don't know what it is,Don't know what it is,,1,1,1,1,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,1,Don't know what it is,Don't know what it is,Don't know what it is,3,,,,3,3,3,2,1
90127428,,,2,2,2,2,2,1,0,1,1,2,0,0,2,3,2,2,2,2,2,1,2,1,0,,2,2,2,2,,0,1,2,1,Don't know what it is,1,2,2,2,Don't know what it is,,,,1,1,2,2,0
90127527,,,3,3,3,2,1,1,2,2,2,2,2,2,3,3,3,2,2,2,3,1,2,2,2,,3,3,3,3,,1,1,2,1,2,1,1,1,1,2,,,,1,1,1,2,1
90128040,,,2,2,3,2,1,3,2,2,2,3,2,3,3,3,3,2,3,3,3,2,1,3,1,,3,3,2,3,,1,1,2,1,2,2,3,2,3,2,,,,3,3,3,3,3
90128049,,,3,3,3,3,3,3,3,2,3,2,Don't know what it is,Don't know what it is,Don't know what it is,1,2,2,Other: ,1,2,1,2,1,0,,1,Don't know what it is,Other: ,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,3,2
90128067,,,2,2,2,2,Don't know what it is,Don't know what it is,Don't know what it is,2,2,2,Don't know what it is,Don't know what it is,2,2,2,Don't know what it is,Don't know what it is,Don't know what it is,2,1,Don't know,1,Don't know what it is,,2,2,2,Don't know what it is,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,2,2
90128184,,,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,,2,2,1,1,,1,1,2,1,2,2,1,2,2,1,,,,2,1,1,1,2
90128742,,,3,2,2,2,2,1,2,2,2,1,1,0,3,3,2,2,2,2,2,1,3,2,1,,2,2,2,2,,1,1,2,2,1,2,2,2,2,2,,,,2,2,2,2,2
90129165,,,3,3,3,2,1,2,1,1,1,2,1,1,3,3,3,3,3,3,2,1,2,3,2,,1,1,1,2,,1,1,2,2,2,2,2,2,2,2,,,,1,1,1,1,2
90129885,,,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,Other: ,2,2,0,,2,2,2,2,,3,3,3,3,3,3,3,3,3,3,,,,2,2,2,2,2
90130038,,,3,2,2,1,1,2,1,1,1,2,Other: ,1,2,3,Other: ,2,1,2,1,2,2,3,3,,1,0,2,2,,0,2,1,0,Don't know what it is,0,3,2,Don't know what it is,Don't know what it is,,,,0,0,2,1,2
90131019,,,2,2,2,2,2,2,2,2,2,2,2,Other: ,2,2,2,1,2,2,2,2,2,1,1,,3,3,3,2,,2,2,2,2,2,2,2,2,2,2,,,,3,3,3,1,3
90131208,,,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,2,2,Don't know what it is,,1,2,2,2,,1,1,1,1,2,2,2,2,2,,,,,0,0,0,1,2
90131379,,,3,3,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,2,2,1,3,2,2,,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,3
90131847,,,2,2,2,2,0,1,1,2,Don't know what it is,Other: ,2,1,2,2,2,2,2,2,1,1,2,1,0,,2,2,2,2,,1,2,2,Don't know what it is,1,1,2,2,2,1,,,,1,1,1,2,1
90132153,,,3,3,2,2,Don't know what it is,2,Don't know what it is,2,3,Don't know what it is,Don't know what it is,Don't know what it is,2,2,Don't know what it is,2,2,2,Don't know what it is,1,3,3,Don't know what it is,,3,3,3,3,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,2,3
90132333,,,2,1,1,,1,0,1,2,1,1,0,0,2,0,0,0,0,0,1,2,2,1,0,,2,2,2,1,,0,0,1,1,0,0,1,1,0,0,,,,0,0,0,Don't know what it is,0
90133359,,,2,2,2,3,3,2,2,3,3,2,0,0,2,2,1,2,2,2,2,2,1,1,2,,2,,3,3,,2,3,3,2,2,2,3,2,2,2,,,,1,1,0,1,0
90133593,,,Don't know what it is,Don't know what it is,2,1,Other: ,1,1,1,Don't know what it is,Don't know what it is,1,1,2,2,Don't know what it is,1,1,1,1,2,Don't know,2,Don't know what it is,,1,Don't know what it is,2,Don't know what it is,,1,1,1,Don't know what it is,1,1,2,1,Don't know what it is,Don't know what it is,,,,1,1,1,1,1
90134052,,,3,3,2,3,2,0,Don't know what it is,0,1,1,1,3,2,3,3,3,1,1,2,3,1,2,0,,3,1,3,3,,0,0,1,1,Don't know what it is,Don't know what it is,3,2,Don't know what it is,Don't know what it is,,,,1,1,1,2,3
90134061,,,2,2,3,1,3,1,Don't know what it is,1,2,2,0,Don't know what it is,3,2,1,1,1,1,1,1,1,Don't know what it is,Don't know what it is,,2,2,2,1,,3,3,Don't know what it is,2,2,3,3,3,1,1,,,,3,3,3,1,3
90135609,,,3,1,2,2,1,Don't know what it is,Don't know what it is,1,2,2,2,3,2,2,3,1,2,2,3,1,Don't know,1,1,,2,2,3,1,,0,0,1,Don't know what it is,2,2,2,2,3,1,,,,1,1,3,2,0
90135969,,,2,2,2,2,1,1,1,0,1,2,0,Don't know what it is,2,1,1,1,1,1,Other: ,3,1,0,Don't know what it is,,Don't know what it is,Don't know what it is,Other,Don't know what it is,,2,2,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1
90137211,,,2,2,2,1,2,1,2,3,3,3,3,2,2,2,2,1,3,3,3,1,3,2,1,,2,2,3,2,,1,1,2,1,1,2,2,1,2,2,,,,3,2,2,2,3
90137985,,,3,2,1,0,0,2,1,0,0,0,0,0,0,1,2,2,2,2,2,2,1,1,0,,0,0,2,1,,0,0,2,0,0,0,2,2,2,2,,,,0,0,2,2,2
90139047,,,3,2,2,2,1,2,2,2,2,2,2,2,3,3,2,2,2,2,2,1,2,3,0,,2,1,2,3,,2,3,3,2,3,2,2,3,3,2,,,,3,3,3,2,2
90140937,,,3,3,3,2,3,2,Don't know what it is,2,2,2,2,3,2,2,Don't know what it is,2,Don't know what it is,Don't know what it is,1,2,Don't know,2,Don't know what it is,,3,3,1,Don't know what it is,,3,3,2,Don't know what it is,Don't know what it is,Don't know what it is,3,2,3,3,,,,3,3,3,2,3
90140937,,,3,3,2,,2,1,2,2,2,3,2,3,3,3,3,2,3,3,2,2,Don't know,2,Don't know what it is,,2,3,1,Don't know what it is,,2,Don't know what it is,2,3,3,3,3,3,3,2,,,,2,2,2,2,3
90140991,,,2,2,3,1,2,1,2,3,2,3,1,2,3,2,2,2,2,2,2,1,3,1,1,,2,2,2,2,,2,2,2,2,2,2,3,3,2,2,,,,2,2,2,2,2
90171492,,,3,2,2,2,2,1,Don't know what it is,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,3,2,3,Other: ,Other: ,3,1,2,2,2,,3,1,3,3,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,2,2,2,3,2
90191121,,,3,3,3,2,Other: ,Other: ,2,2,3,3,2,Other: ,3,3,3,3,Other: ,Other: ,3,1,Other,3,3,,3,3,3,2,,Other: ,Other,3,Other: ,2,,,,Other: ,2,,,,Other: ,Other: ,Other: ,Other: ,Other: 
90208932,,,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,1,,1,1,1,1,,1,1,1,1,1,1,2,1,1,1,,,,2,2,2,2,1
90226032,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,2,2,2,,,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2
90226113,,,2,2,2,3,2,Other: ,3,3,3,2,2,2,3,3,3,3,3,3,3,1,2,3,1,,2,3,3,2,,2,2,3,2,2,2,3,3,2,3,,,,2,2,2,2,0
90248568,,,2,2,2,3,2,2,3,1,2,2,1,2,2,3,2,2,2,2,2,1,2,3,2,,2,2,2,2,,0,0,2,2,2,2,3,2,2,2,,,,0,0,0,2,2
90248694,,,2,2,3,1,2,1,Don't know what it is,2,2,2,2,1,3,3,3,3,3,3,3,2,2,2,0,,3,2,2,Don't know what it is,,1,1,1,1,Don't know what it is,Don't know what it is,2,2,2,3,,,,2,2,2,2,2
90249162,,,3,3,3,1,2,1,2,2,2,2,Other: ,Other: ,3,3,2,2,Other: ,Other: ,3,0,2,2,0,,3,2,2,3,,1,1,2,Other: ,,2,2,2,2,Other: ,,,,0,0,0,2,2
90249504,,,3,3,3,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,1,2,1,1,,3,3,3,3,,1,1,1,1,2,2,2,2,3,2,,,,3,2,2,3,3
90249684,,,2,2,1,3,3,2,0,3,Don't know what it is,Other: ,2,2,2,3,1,1,2,2,2,1,2,1,1,,2,2,1,Don't know what it is,,2,2,Don't know what it is,2,Don't know what it is,1,3,2,1,Other: ,,,,Other: ,Other: ,2,2,2
90250026,,,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,,1,1,1,1,,1,1,2,2,1,2,3,2,2,2,,,,2,1,2,2,2
90250116,,,3,3,3,Don't know what it is,Don't know what it is,1,0,1,Don't know what it is,3,0,0,2,0,2,1,2,2,2,2,2,3,0,,1,1,1,1,,0,1,1,2,Don't know what it is,2,2,2,3,1,,,,0,0,0,1,0
